id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5805,Avalanche,AVAX,avalanche,805,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409144662.35721934,447480962.35721934,False,,11,,,,2024-11-23T12:36:00.000Z,42.69931499152616,2311139025.1196814,101.7752,0.42199487,9.48490896,22.39308671,60.71790161,54.05374069,60.65914021,17470196815.092525,0.5201,30561980007.36,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
5994,Shiba Inu,SHIB,shiba-inu,909,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589260304530456.8,589512448128376.0,False,,12,,,,2024-11-23T12:36:00.000Z,2.741806125918418e-05,3364767382.403415,128.5139,0.37760945,9.58982151,9.71731285,55.24902656,85.0217867,82.48669669,16156375127.22159,0.4813,16163288415.84,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-11-23 12:38:14.403678
11419,Toncoin,TON,toncoin,616,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2546830180.99614,5115856805.05566,True,,13,3414166606.0,19708441410.29092,,2024-11-23T12:36:00.000Z,5.772548233485628,487097654.97939485,33.6748,1.48186071,3.87873454,4.05816804,11.93449649,3.08768318,2.10739491,14701700062.29715,0.4377,29531530162.79,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
512,Stellar,XLM,stellar,632,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30012380109.408215,50001786911.16305,False,,14,,,,2024-11-23T12:36:00.000Z,0.44044775425706223,6810362757.500633,177.4729,0.46780492,46.86861317,174.17643365,365.71099556,357.06170459,335.17654588,13218885419.098171,0.3933,22023183519.14,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
6636,Polkadot,DOT,polkadot-new,839,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1521411970.7935617,1521411970.7935617,True,,15,1521414938.9412198,12496221480.882652,,2024-11-23T12:36:00.000Z,8.21355250368384,1880097820.4391632,164.9363,5.61466091,32.02214098,52.15899798,96.53090371,78.51953387,70.90043032,12496197101.846024,0.3718,12496197101.85,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
1975,Chainlink,LINK,chainlink,1879,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,16,,,,2024-11-23T12:36:00.000Z,17.298404983813853,1404720779.6699758,59.0565,2.78162028,11.92534357,20.42777837,51.54418242,49.5635787,42.63597014,10843504652.984053,0.323,17298404983.81,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-11-23 12:38:14.403678
1831,Bitcoin Cash,BCH,bitcoin-cash,950,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19792287.5,19792287.5,False,,17,,,,2024-11-23T12:36:00.000Z,530.8054668273543,1546752177.7085428,38.5521,-0.48172224,8.31738426,19.62141051,49.30269911,53.1319577,49.46477652,10505854406.01871,0.3128,11146914803.37,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
20947,Sui,SUI,sui,423,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2845750695.583888,10000000000.0,False,,18,,,,2024-11-23T12:36:00.000Z,3.561449170184919,1643587916.5840788,10.5154,-0.52988131,-0.86065406,-5.24548176,77.09851753,122.89825168,262.80335981,10134996453.340395,0.3017,35614491701.85,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
24478,Pepe,PEPE,pepe,477,2023-04-17T06:18:08.000Z,['memes'],420690000000000.0,420689899999994.8,420689899999994.8,False,,19,,,,2024-11-23T12:36:00.000Z,2.171981865624874e-05,4640501342.412312,-10.2767,0.01884929,3.53345821,-1.13652186,121.15381585,151.85816031,139.33231843,9137308338.515305,0.272,9137310510.5,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2024-11-23 12:38:14.403678
3957,UNUS SED LEO,LEO,unus-sed-leo,53,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924772644.9,985239504.0,False,,20,,,,2024-11-23T12:36:00.000Z,8.577000419522978,1505722.98732789,42.898,-0.06627697,-1.16170587,10.64080227,39.56309319,52.80449245,45.77286342,7931775363.270674,0.2361,8450399639.14,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-11-23 12:38:14.403678
2,Litecoin,LTC,litecoin,1271,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75227649.55410936,84000000.0,False,,21,,,,2024-11-23T12:36:00.000Z,103.01374632988511,2136201468.7832835,110.7482,0.08557939,12.72821573,17.60762845,47.8045785,54.01309273,58.03999669,7749482008.160517,0.2307,8653154691.71,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
6535,NEAR Protocol,NEAR,near-protocol,466,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1217906155.0,1221640039.0,False,,22,,,,2024-11-23T12:36:00.000Z,6.344750368604858,1041347975.6156489,27.7541,1.49647262,11.73064557,4.4934881,37.44730721,21.59163583,29.71043074,7727310525.862375,0.2302,7751001087.75,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
21794,Aptos,APT,aptos,437,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,533332049.6759343,1127353779.6072795,True,,23,130000000.0,1656071528.3499439,,2024-11-23T12:36:00.000Z,12.73901175653803,637732595.3294599,3.7741,1.13959815,5.37188154,3.5126024,25.5114221,57.89375699,80.33422969,6794123250.960252,0.2023,14361373052.19,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
7083,Uniswap,UNI,uniswap,1128,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",,600425073.71,1000000000.0,False,,24,,,1.22001879,2024-11-23T12:36:00.000Z,10.569472094223194,639086579.6554664,-1.814,-0.03690786,9.11612723,16.51781646,30.4984128,52.56399082,57.47997649,6346176061.24975,0.189,10569472094.22,5201703562.71899,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2024-11-23 12:38:14.403678
4642,Hedera,HBAR,hedera,287,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,38198871415.61029,50000000000.0,False,,25,,,,2024-11-23T12:36:00.000Z,0.15352253758308262,2045948061.1417694,76.3571,1.56091489,12.54184163,79.08727862,199.77633436,168.41898572,161.57713796,5864387672.534371,0.1747,7676126879.15,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
8916,Internet Computer,ICP,internet-computer,302,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'internet-computer-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,474623577.2307504,525673560.36397886,True,,26,474623638.27264667,5508636019.551984,,2024-11-23T12:36:00.000Z,11.606324623021743,551663076.298397,128.7721,4.50429653,17.63507478,24.7886128,41.18403065,27.853636,36.22497764,5508635311.07992,0.1639,6101137987.32,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
4943,Dai,DAI,multi-collateral-dai,3407,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5365382702.664872,5365382702.664872,True,,27,,,,2024-11-23T12:36:00.000Z,0.9998826673371638,138001265.42514953,-19.3303,-0.00242415,-0.00326721,0.02371725,0.01628416,-0.01162451,-0.00573861,5364753168.025233,0.1598,5364753168.03,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2024-11-23 12:38:14.403678
3635,Cronos,CRO,cronos,262,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem', 'layer-1']",,26571560696.0,30000000000.0,False,,28,,,,2024-11-23T12:36:00.000Z,0.19391264186006085,104996048.2641494,-38.7545,1.66749549,1.64831016,18.23891042,156.27076037,127.46465083,118.08731016,5152561532.906318,0.1534,5817379255.8,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
1321,Ethereum Classic,ETC,ethereum-classic,574,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,149663281.725743,210700000.0,False,,29,,,,2024-11-23T12:36:00.000Z,30.03794552973424,735246981.7687311,17.4792,1.44058439,5.34135289,18.62746443,60.90574355,56.54034555,49.02000857,4495577504.279139,0.1338,6328995123.12,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
28321,POL (ex-MATIC),POL,polygon-ecosystem-token,339,2023-10-30T14:43:57.000Z,[],,7974754562.755512,10305820741.179441,False,,30,62242397.94040099,34704868.36733091,,2024-11-23T12:36:00.000Z,0.5575760175654204,832680356.6936635,77.4539,2.86481825,18.7204834,36.56360891,57.43711895,36.82308109,5.40914818,4446531890.162884,0.1323,5746278486.61,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x455e53cbb86018ac2b8092fdcd39d8444affc3f6,2024-11-23 12:38:14.403678
20396,Kaspa,KAS,kaspa,155,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1']",28704026601.0,25196773703.09671,25196773703.09671,False,,31,,,,2024-11-23T12:36:00.000Z,0.1598641335733566,183901218.05914766,11.2219,1.12499718,6.96724687,10.01617968,22.37412511,-2.03275152,-6.10143176,4028060396.8894916,0.1199,4588744342.64,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
5690,Render,RENDER,render,485,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin']",644168762.0,517690753.1254916,532450926.4054916,False,,32,,,,2024-11-23T12:36:00.000Z,7.771507406275529,911196058.7444016,3.7513,-0.70486096,5.30748493,10.69767763,50.90432257,25.60300065,26.17642205,4023237522.0751147,0.1198,5006162304.77,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,2024-11-23 12:38:14.403678
22974,Bittensor,TAO,bittensor,106,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",21000000.0,7380936.0,7380936.0,False,,33,,,,2024-11-23T12:36:00.000Z,527.209722162387,273520025.08638406,-12.3675,0.33957341,4.39283955,-0.04263528,-4.43858948,-6.5939422,58.09469331,3891301217.8583603,0.1159,11071404165.41,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
23095,Bonk,BONK,bonk1,573,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel', 'dwf-labs-portfolio', 'cmc-crypto-awards-2024']",92706440290358.12,75112554066704.12,92695058390384.33,False,,34,75112554204217.28,3842906402.7288437,,2024-11-23T12:36:00.000Z,5.116197210230243e-05,1207331458.8945837,-7.914,-1.19108543,0.55296823,25.29777409,125.76439737,178.97819974,143.6729884,3842906395.6933994,0.1144,4743044311.84,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1151CB3d861920e07a38e03eEAd12C32178567F6,2024-11-23 12:38:14.403678
3077,VeChain,VET,vechain,307,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,80985041177.0,85985041177.0,False,,35,80985041177.0,3542820688.4301343,,2024-11-23T12:36:00.000Z,0.04374660600205148,538740954.0317055,404.9186,0.50637932,30.98947691,54.03319183,94.60963235,76.02827237,72.06618578,3542820688.4301343,0.1055,3793383455.38,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
6536,MANTRA,OM,mantra,213,2020-08-11T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'dao', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'bnb-chain', 'real-world-assets']",,901947557.1499997,1787261995.91,True,,36,855807684.65,3320413763.157711,262242.76579473,2024-11-23T12:36:00.000Z,3.8798597193196063,202279173.61253318,-28.0797,-1.18072184,4.83780653,71.92665161,183.04303797,238.50965465,298.48601377,3499429995.9250026,0.1042,6934325825.8,13344.23844,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,2024-11-23 12:38:14.403678
11841,Arbitrum,ARB,arbitrum,1039,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,4097359817.0,10000000000.0,False,,37,,,,2024-11-23T12:36:00.000Z,0.8471422092695816,1031969246.8437757,-27.567,2.31915094,2.25345466,30.11088187,51.8231538,40.60321408,41.9938634,3471046447.545789,0.1033,8471422092.7,,2024-11-23T12:36:00.000Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2024-11-23 12:38:14.403678
28752,dogwifhat,WIF,dogwifhat,586,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",,998844873.853039,998844873.853039,False,,38,,,,2024-11-23T12:36:00.000Z,3.4622985998423492,933695186.3855557,-6.389,1.09974889,3.7973638,-7.84991208,35.72764326,79.42711368,82.49918273,3458299208.201085,0.103,3458299208.2,,2024-11-23T12:36:00.000Z,5426.0,Solana,SOL,solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,2024-11-23 12:38:14.403678
3773,Artificial Superintelligence Alliance,FET,artificial-superintelligence-alliance,400,2019-03-02T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'collectibles-nfts', 'iot', 'binance-launchpad', 'web3', 'injective-ecosystem', 'generative-ai', 'dwf-labs-portfolio', 'ai-agents']",2719493897.0,2435040323.0393343,2719493896.672,False,,39,,,,2024-11-23T12:36:00.000Z,1.3511389308310855,471569451.9104318,32.2313,1.19733501,6.12375334,3.87755224,0.73303172,-20.83964422,8.56507733,3290077778.6019473,0.098,3674414076.39,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
3794,Cosmos,ATOM,cosmos,831,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,390934204.0,390934204.0,True,,40,,,,2024-11-23T12:36:00.000Z,8.080576836771238,942717512.0513679,175.8239,3.3293588,15.79573537,45.35174391,73.92458696,74.54409072,58.42803496,3158973873.5440016,0.0941,3158973873.54,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
2280,Filecoin,FIL,filecoin,540,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities', 'depin']",,601221430.0,1959847974.0,False,,41,,,,2024-11-23T12:36:00.000Z,5.256250224981029,741074305.9789075,102.3891,2.30126417,11.37823224,19.71282758,42.47140829,38.11361021,26.41068636,3160170276.700916,0.0941,10301451354.27,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
4847,Stacks,STX,stacks,205,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.0,1501898525.34207,1501898525.34207,False,,42,1048765672.087772,2203147589.7804246,,2024-11-23T12:36:00.000Z,2.100705284713058,338340167.7477615,17.4517,1.45708132,7.35179832,7.84333522,16.44600525,6.75792086,17.47234372,3155046169.2888355,0.0939,3819082207.61,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
3897,OKB,OKB,okb,129,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",,60000000.0,300000000.0,False,,43,246638974.0,12485606086.807453,,2024-11-23T12:36:00.000Z,50.623005295211186,20005204.11557122,108.0836,-1.00662106,10.29367264,14.03612847,27.57427598,25.89061362,29.74868737,3037380317.7126713,0.0904,15186901588.56,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2024-11-23 12:38:14.403678
328,Monero,XMR,monero,302,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18446744.07370955,18446744.07370955,True,,44,,,,2024-11-23T12:36:00.000Z,161.77470611266887,72755214.52636942,-0.3245,-0.03200801,1.43390866,9.0434694,3.15132428,-3.26596865,-4.67025696,2984216601.259979,0.0889,2984216601.26,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
7226,Injective,INJ,injective,424,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",,98848019.96,100000000.0,False,,45,,,,2024-11-23T12:36:00.000Z,29.05785025589579,416625883.8190269,92.0333,0.4929229,15.98147948,14.56257348,44.04118123,30.30828138,35.06072038,2872310962.089478,0.0855,2905785025.59,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,2024-11-23 12:38:14.403678
27075,Mantle,MNT,mantle,96,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316795.0,3366841707.8368406,6219316794.99,False,,46,3366841707.8368406,2871062610.193982,,2024-11-23T12:36:00.000Z,0.8527465379531041,113540100.12562786,-17.8262,0.5241369,-0.57251583,14.88018681,43.27069018,35.05323498,36.70240772,2871062610.193982,0.0855,5303500865.37,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-11-23 12:38:14.403678
11840,Optimism,OP,optimism-ethereum,593,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",4294967296.0,1255070491.0,4294967296.0,False,,47,,,,2024-11-23T12:36:00.000Z,2.2417161612208756,889818208.150088,-35.8864,1.94062639,-2.10504104,34.49995957,32.43482841,32.88078745,43.58346081,2813511803.1461196,0.0838,9628097599.36,,2024-11-23T12:36:00.000Z,11840.0,Optimism,OP,optimism-ethereum,0x4200000000000000000000000000000000000042,2024-11-23 12:38:14.403678
7278,Aave,AAVE,aave,973,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",,14982201.8084017,16000000.0,False,,48,,,0.15347266,2024-11-23T12:36:00.000Z,177.9246865045444,422823218.4776619,15.7186,0.96346062,5.3568524,3.17897685,19.46875393,5.93518982,31.10322407,2665703559.907691,0.0794,2846794984.07,17369240347.9625,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2024-11-23 12:38:14.403678
22861,Celestia,TIA,celestia,235,2023-10-31T16:51:41.000Z,"['platform', 'cosmos-ecosystem', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024']",,426162975.164057,1084899945.205185,False,,49,141043527.75,874797203.4601985,,2024-11-23T12:36:00.000Z,6.2023207829201406,539808788.6609625,49.0384,-0.2055095,11.7654885,20.04397386,0.5986422,-0.44226864,8.83094787,2643199477.7711105,0.0787,6728897477.54,,2024-11-23T12:36:00.000Z,12220.0,Osmosis,OSMO,osmosis,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,2024-11-23 12:38:14.403678
10603,Immutable,IMX,immutable-x,334,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",2000000000.0,1670248659.3898141,2000000000.0,False,,50,,,,2024-11-23T12:36:00.000Z,1.554500258472371,139936820.51069084,21.9721,0.60534114,12.60523615,16.11401257,5.70718381,-11.54644936,7.15043964,2596401972.734597,0.0773,3109000516.94,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2024-11-23 12:38:14.403678
10804,FLOKI,FLOKI,floki-inu,571,2021-07-09T00:00:00.000Z,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio', 'paal-ecosystem', 'tokenfi-launchpad']",,9604862128094.928,9682666533850.127,False,,51,9317621738535.4,2448940521.35604,,2024-11-23T12:36:00.000Z,0.00026282892674509657,684698380.8138404,-16.4566,0.35560622,3.63474227,6.96255817,81.74308134,87.20321626,77.61700728,2524435604.661814,0.0752,2544884853.12,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,2024-11-23 12:38:14.403678
4030,Algorand,ALGO,algorand,452,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,8280055653.975688,10000000000.0,False,,52,8280055653.975688,2467617918.604483,,2024-11-23T12:36:00.000Z,0.2980194846177937,939922651.7376695,153.7865,1.99962147,24.3092309,50.61715658,145.25603059,120.04169785,108.63713401,2467617918.604483,0.0735,2980194846.18,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
