id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3513,Fantom,FTM,fantom,736,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'layer-1']",,2803634835.5265927,3175000000.0,False,,53,,,,2024-11-23T12:36:00.000Z,0.8680889258517391,705285354.2194257,103.1847,1.47581729,19.92046271,15.34432971,25.70931105,33.75890774,76.83634209,2433804352.852797,0.0725,2756182339.58,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
6719,The Graph,GRT,the-graph,518,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9548531509.165474,10799706720.163599,False,,54,,,,2024-11-23T12:36:00.000Z,0.2524171073803128,210928234.1111614,51.8376,0.10722984,13.81337967,26.42496747,55.13219161,39.40323523,46.74425118,2410212703.2733216,0.0717,2726030730.86,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2024-11-23 12:38:14.403678
23149,Sei,SEI,sei,223,2023-08-14T07:35:00.000Z,"['cosmos-ecosystem', 'coinbase-ventures-portfolio', 'multicoin-capital-portfolio', 'layer-1', 'jump-crypto', 'sei-ecosystem', 'parallel-evm']",,4249583333.0,10000000000.0,False,,55,,,,2024-11-23T12:36:00.000Z,0.528593983025834,488179959.3375489,38.465,0.59551073,7.33172608,-1.17602761,24.73490321,40.5590859,52.00217911,2246304180.190669,0.0669,5285939830.26,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
26081,First Digital USD,FDUSD,first-digital-usd,406,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin', 'sui-ecosystem', 'fiat-stablecoin']",,2222088380.44,2222088380.44,False,,56,,,,2024-11-23T12:36:00.000Z,0.9981818126221588,8727552502.20611,-20.1988,-0.01262043,-0.04063278,-0.29281546,-0.04377293,-0.18925099,-0.15039875,2218048207.3942366,0.066,2218048207.39,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2024-11-23 12:38:14.403678
11092,Bitget Token,BGB,bitget-token-new,20,2021-07-29T00:00:00.000Z,['centralized-exchange'],2000000000.0,1400000000.0,2000000000.0,False,,57,1400000000.0,2135724486.0700636,,2024-11-23T12:36:00.000Z,1.5255174900500454,47247284.10953122,-42.7045,-0.02764601,1.88717515,9.2526266,28.52869682,56.42610272,54.29272666,2135724486.0700636,0.0636,3051034980.1,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2024-11-23 12:38:14.403678
4157,THORChain,RUNE,thorchain,213,2019-07-23T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange-dex-token', 'defi', 'dex', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem']",,338965794.0,415101597.0,False,,58,262829222.0,1515387214.3958106,6.06698829,2024-11-23T12:36:00.000Z,5.765672488258595,511137659.4790384,40.3166,0.80064908,8.52400354,1.26525997,10.4686844,22.93777278,33.81233292,1954365752.9265304,0.0582,2393339857.66,322131123.22628,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
2416,Theta Network,THETA,theta-network,223,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'content-creation', 'entertainment', 'sharing-economy', 'smart-contracts', 'video', 'huobi-capital-portfolio', 'web3', 'layer-1', 'depin']",1000000000.0,1000000000.0,1000000000.0,False,,59,,,,2024-11-23T12:36:00.000Z,1.9422669072877343,103220250.61773524,89.9226,0.2317653,12.57891404,31.76631397,54.45192237,39.99813163,40.10754783,1942266907.2877343,0.0578,1942266907.29,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
30171,Ethena,ENA,ethena,215,2024-03-29T04:42:08.000Z,"['defi', 'binance-labs-portfolio', 'okx-ventures-portfolio']",,2842187500.0,15000000000.0,False,,60,1479139274.0,954340021.7010603,0.48273054,2024-11-23T12:36:00.000Z,0.6451995687466685,445091956.7663616,1.7885,0.28975024,3.48456019,16.31818541,71.22731939,110.9957609,82.5012258,1833778149.2971718,0.0546,9677993531.2,3798761417.94859,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,2024-11-23 12:38:14.403678
8526,Raydium,RAY,raydium,344,2021-02-19T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'amm', 'dex', 'solana-ecosystem', 'petrock-capital-portfolio']",,290928874.26326,554999193.042374,False,,61,,,0.78113759,2024-11-23T12:36:00.000Z,6.002085863097007,102443215.52976184,-52.7246,0.2180146,-2.43212449,24.70576498,112.3399403,282.59660825,230.07134788,1746180083.3822396,0.052,3331152810.59,2235432148.72517,2024-11-23T12:36:00.000Z,5426.0,Solana,SOL,solana,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,2024-11-23 12:38:14.403678
29743,Brett (Based),BRETT,based-brett,150,2024-03-11T07:58:23.000Z,"['memes', 'base-ecosystem']",10000000000.0,9910236395.0,9910236395.0,False,,62,9910236395.0,1718567035.7243545,,2024-11-23T12:36:00.000Z,0.17341332408492507,90836096.54894769,-7.3154,0.87093147,6.77489217,-2.33930347,74.88225055,108.95429961,80.91568517,1718567035.7243545,0.0512,1734133240.85,,2024-11-23T12:36:00.000Z,27716.0,Base,TBA,base,0x532f27101965dd16442e59d40670faf5ebb142e4,2024-11-23 12:38:14.403678
13502,Worldcoin,WLD,worldcoin-org,361,2021-10-28T15:31:43.000Z,"['privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem']",,682184041.7307148,10000000000.0,False,,63,682184041.7307148,1624402045.8756683,,2024-11-23T12:36:00.000Z,2.3811786065158125,617498825.6910685,19.268,1.51312976,4.55225463,1.83906892,7.09218617,35.60449803,29.17990867,1624402045.8756683,0.0484,23811786065.16,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,2024-11-23 12:38:14.403678
29210,Jupiter,JUP,jupiter-ag,547,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain']",,1350000000.0,10000000000.0,False,,64,1500000000.0,1740000233.880118,,2024-11-23T12:36:00.000Z,1.1600001559200785,205939642.0373,-19.6172,0.6335783,2.44668769,2.56940625,11.23127821,37.52264673,31.52632255,1566000210.492106,0.0466,11600001559.2,,2024-11-23T12:36:00.000Z,5426.0,Solana,SOL,solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,2024-11-23 12:38:14.403678
21159,Ondo,ONDO,ondo-finance,219,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,False,,65,1426647567.0,1591794308.773706,,2024-11-23T12:36:00.000Z,1.115758611722853,259567682.99629733,47.3896,2.17286709,11.86981293,17.74866159,48.88056903,47.41016328,51.09065388,1550636508.008792,0.0462,11157586117.23,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,2024-11-23 12:38:14.403678
28782,Popcat (SOL),POPCAT,popcat-sol,303,2023-12-20T18:16:41.000Z,"['memes', 'solana-ecosystem', 'cat-themed']",979973220.96,979973184.6,979973220.96,False,,66,979973220.96,1510975810.7013164,,2024-11-23T12:36:00.000Z,1.5418541837512012,156557872.74645874,16.0169,1.09876448,-1.36722982,-14.79469538,-1.16553136,65.51050637,106.98981217,1510975754.6394982,0.045,1510975810.7,,2024-11-23T12:36:00.000Z,5426.0,Solana,SOL,solana,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,2024-11-23 12:38:14.403678
28177,Pyth Network,PYTH,pyth-network,290,2023-11-20T09:42:13.000Z,"['oracles', 'solana-ecosystem', 'cross-chain']",,3624988786.438567,9999988786.438566,False,,67,1500000000.0,625320847.6440551,,2024-11-23T12:36:00.000Z,0.41688056509603677,184754241.8632758,-9.5592,1.06464332,2.49328871,-2.16538059,15.07106561,17.27037164,30.14750977,1511187373.7573063,0.045,4168800976.24,,2024-11-23T12:36:00.000Z,5426.0,Solana,SOL,solana,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,2024-11-23 12:38:14.403678
1518,Maker,MKR,maker,520,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,883678.68582352,913883.86204732,False,,68,,,0.27633243,2024-11-23T12:36:00.000Z,1643.7431721653854,133603300.23343822,-17.8263,0.49644552,0.55433068,11.46340934,44.09097796,2.16529426,-22.5633869,1452540806.2104917,0.0432,1652910327.84,5256497855.35737,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2024-11-23 12:38:14.403678
3602,Bitcoin SV,BSV,bitcoin-sv,256,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel', 'bitcoin-ecosystem']",,19787740.625,19787740.625,False,,69,,,,2024-11-23T12:36:00.000Z,72.94196228784169,158978775.4299625,-1.1484,0.25649286,7.64277387,7.36935861,53.86414392,47.78275323,57.97592037,1443356630.430343,0.043,1443356630.43,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
5632,Arweave,AR,arweave,177,2020-05-27T00:00:00.000Z,"['distributed-computing', 'filesharing', 'storage', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'web3', 'egirl-capital-portfolio', 'depin']",66000000.0,65652466.0,65652466.0,False,,70,,,,2024-11-23T12:36:00.000Z,21.591636669508596,323453550.6078524,128.993,2.07510272,19.72890462,18.20192627,19.35072378,-6.9511592,-15.33942337,1417544192.3292663,0.0422,1425048020.19,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
16086,BitTorrent [New],BTT,bittorrent-new,175,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities', 'depin']",,968246428571000.0,990000000000000.0,False,,71,,,,2024-11-23T12:36:00.000Z,1.4204530417136124e-06,107208892.72528063,110.5536,0.25828468,22.23908583,26.01937032,59.31918341,55.8473913,50.67520524,1375348584.5920188,0.0409,1406248511.3,,2024-11-23T12:36:00.000Z,1958.0,Tron20,TRX,tron,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,2024-11-23 12:38:14.403678
2087,KuCoin Token,KCS,kucoin-token,51,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token']",200000000.0,120257114.14607973,142757114.14607975,False,,72,,,,2024-11-23T12:36:00.000Z,11.329744211600882,2114732.96154679,5.7947,0.18147769,2.58084605,3.08315393,27.72655123,40.07193722,33.12590015,1362482342.9003735,0.0406,2265948842.32,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,2024-11-23 12:38:14.403678
3890,Polygon,MATIC,polygon,1448,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",,2331065878.424575,10000000000.0,False,,73,,,,2024-11-23T12:36:00.000Z,0.5569725811820281,36045228.51063636,151.1807,2.8410361,18.91038299,36.35899369,57.31675388,36.83234974,4.64918221,1298339779.211487,0.0387,5569725811.82,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
4558,Flow,FLOW,flow,219,2021-01-27T00:00:00.000Z,"['platform', 'collectibles-nfts', 'staking', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,1546208578.9629545,1546208578.9629545,True,,74,,,,2024-11-23T12:36:00.000Z,0.8332150644268391,156153733.10439056,93.6749,1.40379704,15.02718051,25.87527324,52.87534721,38.25827119,38.3418336,1288324280.7379496,0.0384,1288324280.74,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
3155,Quant,QNT,quant,278,2018-08-10T00:00:00.000Z,"['platform', 'interoperability', 'real-world-assets']",14881364.0,12072738.0,14881364.0,False,,75,,,,2024-11-23T12:36:00.000Z,101.77510691082789,99341097.22443113,111.4423,1.85470565,17.7180707,51.07489117,61.31796502,30.16149749,46.32583237,1228704200.6564145,0.0366,1514552412.08,,2024-11-23T12:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2024-11-23 12:38:14.403678
7950,Flare,FLR,flare,81,2020-12-11T00:00:00.000Z,"['layer-1', 'dwf-labs-portfolio']",,52727758539.39919,102760836560.78363,False,,76,52727758539.39919,1218526922.9548626,,2024-11-23T12:36:00.000Z,0.023109780440303675,43732126.91823062,-5.7971,1.07539385,4.40000585,18.65404558,64.40899017,53.84152788,43.68772414,1218526922.9548626,0.0363,2374780370.78,,2024-11-23T12:36:00.000Z,,,,,,2024-11-23 12:38:14.403678
